50.2 0.0842393 4.82656
50.3 0.0844068 4.83615
50.4 0.0845742 4.84575
50.5 0.0847417 4.85534
50.6 0.0849092 4.86494
50.7 0.0850766 4.87453
50.8 0.0852441 4.88413
50.9 0.0854115 4.89372
51 0.085579 4.90331
51.1 0.0857464 4.91291
51.2 0.0859139 4.9225
51.3 0.0860813 4.9321
51.4 0.0862488 4.94169
51.5 0.0864162 4.95128
51.6 0.0865836 4.96088
51.7 0.0867511 4.97047
51.8 0.0869185 4.98006
51.9 0.0870859 4.98966
52 0.0872534 4.99925
52.1 0.0874208 5.00884
52.2 0.0875882 5.01844
52.3 0.0877557 5.02803
52.4 0.0879231 5.03762
52.5 0.0880905 5.04721
52.6 0.0882579 5.05681
52.7 0.0884253 5.0664
52.8 0.0885927 5.07599
52.9 0.0887602 5.08558
53 0.0889276 5.09517
53.1 0.089095 5.10477
53.2 0.0892624 5.11436
53.3 0.0894298 5.12395
53.4 0.0895972 5.13354
53.5 0.0897646 5.14313
53.6 0.089932 5.15272
53.7 0.0900994 5.16231
53.8 0.0902668 5.1719
53.9 0.0904341 5.18149
54 0.0906015 5.19109
54.1 0.0907689 5.20068
54.2 0.0909363 5.21027
54.3 0.0911037 5.21986
54.4 0.0912711 5.22945
54.5 0.0914384 5.23904
54.6 0.0916058 5.24863
54.7 0.0917732 5.25822
54.8 0.0919406 5.26781
54.9 0.0921079 5.2774
55 0.0922753 5.28698
55.1 0.0924427 5.29657
55.2 0.09261 5.30616
55.3 0.0927774 5.31575
55.4 0.0929447 5.32534
55.5 0.0931121 5.33493
55.6 0.0932794 5.34452
55.7 0.0934468 5.35411
55.8 0.0936141 5.36369
55.9 0.0937815 5.37328
56 0.0939488 5.38287
56.1 0.0941162 5.39246
56.2 0.0942835 5.40205
56.3 0.0944508 5.41163
56.4 0.0946182 5.42122
56.5 0.0947855 5.43081
56.6 0.0949528 5.4404
56.7 0.0951202 5.44998
56.8 0.0952875 5.45957
56.9 0.0954548 5.46916
57 0.0956221 5.47874
57.1 0.0957895 5.48833
57.2 0.0959568 5.49792
57.3 0.0961241 5.5075
57.4 0.0962914 5.51709
57.5 0.0964587 5.52668
57.6 0.096626 5.53626
57.7 0.0967933 5.54585
57.8 0.0969606 5.55543
57.9 0.0971279 5.56502
58 0.0972952 5.5746
58.1 0.0974625 5.58419
58.2 0.0976298 5.59378
58.3 0.0977971 5.60336
58.4 0.0979644 5.61295
58.5 0.0981317 5.62253
58.6 0.0982989 5.63211
58.7 0.0984662 5.6417
58.8 0.0986335 5.65128
58.9 0.0988008 5.66087
59 0.0989681 5.67045
59.1 0.0991353 5.68004
59.2 0.0993026 5.68962
59.3 0.0994699 5.6992
59.4 0.0996371 5.70879
59.5 0.0998044 5.71837
59.6 0.0999716 5.72795
59.7 0.100139 5.73754
59.8 0.100306 5.74712
59.9 0.100473 5.7567
60 0.100641 5.76629
60.1 0.100808 5.77587
60.2 0.100975 5.78545
60.3 0.101142 5.79503
60.4 0.10131 5.80461
60.5 0.101477 5.8142
60.6 0.101644 5.82378
60.7 0.101811 5.83336
60.8 0.101979 5.84294
60.9 0.102146 5.85252
61 0.102313 5.8621
61.1 0.10248 5.87169
61.2 0.102647 5.88127
61.3 0.102815 5.89085
61.4 0.102982 5.90043
61.5 0.103149 5.91001
61.6 0.103316 5.91959
61.7 0.103484 5.92917
61.8 0.103651 5.93875
61.9 0.103818 5.94833
62 0.103985 5.95791
62.1 0.104152 5.96749
62.2 0.10432 5.97707
62.3 0.104487 5.98665
62.4 0.104654 5.99623
62.5 0.104821 6.00581
62.6 0.104988 6.01539
62.7 0.105155 6.02496
62.8 0.105323 6.03454
62.9 0.10549 6.04412
63 0.105657 6.0537
63.1 0.105824 6.06328
63.2 0.105991 6.07286
63.3 0.106159 6.08244
63.4 0.106326 6.09201
63.5 0.106493 6.10159
63.6 0.10666 6.11117
63.7 0.106827 6.12075
63.8 0.106994 6.13032
63.9 0.107161 6.1399
64 0.107329 6.14948
64.1 0.107496 6.15905
64.2 0.107663 6.16863
64.3 0.10783 6.17821
64.4 0.107997 6.18778
64.5 0.108164 6.19736
64.6 0.108331 6.20694
64.7 0.108499 6.21651
64.8 0.108666 6.22609
64.9 0.108833 6.23566
65 0.109 6.24524
65.1 0.109167 6.25481
65.2 0.109334 6.26439
65.3 0.109501 6.27396
65.4 0.109668 6.28354
65.5 0.109836 6.29311
65.6 0.110003 6.30269
65.7 0.11017 6.31226
65.8 0.110337 6.32184
65.9 0.110504 6.33141
66 0.110671 6.34099
66.1 0.110838 6.35056
66.2 0.111005 6.36013
66.3 0.111172 6.36971
66.4 0.111339 6.37928
66.5 0.111507 6.38885
66.6 0.111674 6.39843
66.7 0.111841 6.408
66.8 0.112008 6.41757
66.9 0.112175 6.42714
67 0.112342 6.43672
67.1 0.112509 6.44629
67.2 0.112676 6.45586
67.3 0.112843 6.46543
67.4 0.11301 6.47501
67.5 0.113177 6.48458
67.6 0.113344 6.49415
67.7 0.113511 6.50372
67.8 0.113678 6.51329
67.9 0.113845 6.52286
68 0.114012 6.53243
68.1 0.11418 6.542
68.2 0.114347 6.55157
68.3 0.114514 6.56114
68.4 0.114681 6.57071
68.5 0.114848 6.58028
68.6 0.115015 6.58985
68.7 0.115182 6.59942
68.8 0.115349 6.60899
68.9 0.115516 6.61856
69 0.115683 6.62813
69.1 0.11585 6.6377
69.2 0.116017 6.64727
69.3 0.116184 6.65684
69.4 0.116351 6.66641
69.5 0.116518 6.67598
69.6 0.116685 6.68555
69.7 0.116852 6.69511
69.8 0.117019 6.70468
69.9 0.117186 6.71425
70 0.117353 6.72382
70.1 0.11752 6.73339
70.2 0.117687 6.74295
70.3 0.117854 6.75252
70.4 0.118021 6.76209
70.5 0.118188 6.77165
70.6 0.118355 6.78122
70.7 0.118522 6.79079
70.8 0.118689 6.80035
70.9 0.118856 6.80992
71 0.119022 6.81949
71.1 0.119189 6.82905
71.2 0.119356 6.83862
71.3 0.119523 6.84818
71.4 0.11969 6.85775
71.5 0.119857 6.86731
71.6 0.120024 6.87688
71.7 0.120191 6.88644
71.8 0.120358 6.89601
71.9 0.120525 6.90557
72 0.120692 6.91514
72.1 0.120859 6.9247
72.2 0.121026 6.93427
72.3 0.121193 6.94383
72.4 0.12136 6.95339
72.5 0.121527 6.96296
72.6 0.121693 6.97252
72.7 0.12186 6.98208
72.8 0.122027 6.99165
72.9 0.122194 7.00121
73 0.122361 7.01077
73.1 0.122528 7.02034
73.2 0.122695 7.0299
73.3 0.122862 7.03946
73.4 0.123029 7.04902
73.5 0.123196 7.05858
73.6 0.123362 7.06815
73.7 0.123529 7.07771
73.8 0.123696 7.08727
73.9 0.123863 7.09683
74 0.12403 7.10639
74.1 0.124197 7.11595
74.2 0.124364 7.12551
74.3 0.124531 7.13507
74.4 0.124697 7.14463
74.5 0.124864 7.15419
74.6 0.125031 7.16375
74.7 0.125198 7.17331
74.8 0.125365 7.18287
74.9 0.125532 7.19243
75 0.125698 7.20199
75.1 0.125865 7.21155
75.2 0.126032 7.22111
75.3 0.126199 7.23067
75.4 0.126366 7.24023
75.5 0.126533 7.24979
75.6 0.126699 7.25935
75.7 0.126866 7.2689
75.8 0.127033 7.27846
75.9 0.1272 7.28802
76 0.127367 7.29758
76.1 0.127534 7.30713
76.2 0.1277 7.31669
76.3 0.127867 7.32625
76.4 0.128034 7.33581
76.5 0.128201 7.34536
76.6 0.128368 7.35492
76.7 0.128534 7.36448
76.8 0.128701 7.37403
76.9 0.128868 7.38359
77 0.129035 7.39314
77.1 0.129201 7.4027
77.2 0.129368 7.41226
77.3 0.129535 7.42181
77.4 0.129702 7.43137
77.5 0.129869 7.44092
77.6 0.130035 7.45048
77.7 0.130202 7.46003
77.8 0.130369 7.46958
77.9 0.130536 7.47914
78 0.130702 7.48869
78.1 0.130869 7.49825
78.2 0.131036 7.5078
78.3 0.131203 7.51735
78.4 0.131369 7.52691
78.5 0.131536 7.53646
78.6 0.131703 7.54601
78.7 0.13187 7.55557
78.8 0.132036 7.56512
78.9 0.132203 7.57467
79 0.13237 7.58422
79.1 0.132536 7.59378
79.2 0.132703 7.60333
79.3 0.13287 7.61288
79.4 0.133037 7.62243
79.5 0.133203 7.63198
79.6 0.13337 7.64153
79.7 0.133537 7.65109
79.8 0.133703 7.66064
79.9 0.13387 7.67019
80 0.134037 7.67974
80.1 0.134203 7.68929
80.2 0.13437 7.69884
80.3 0.134537 7.70839
80.4 0.134703 7.71794
80.5 0.13487 7.72749
80.6 0.135037 7.73704
80.7 0.135203 7.74659
80.8 0.13537 7.75613
80.9 0.135537 7.76568
81 0.135703 7.77523
81.1 0.13587 7.78478
81.2 0.136037 7.79433
